facility_id,License_Status,County,Licensed_Capacity,Specialty,Contract,RCS_Region_Unit,Has_Public_Reports,DateAccessed,Medicaid_Contract_Flag,n_inspections,n_investigations,n_enforcement,n_limitations,n_civil_fines,n_stop_placement,n_conditions,n_docs_total,latest_year,latest_enforcement_year,addr_shared_count,phone_shared_count,cluster_id
OR-F00500,Open,Washington,5,AFH,Medicaid,,,2026-07-06,Yes,3,0,0,4,0,0,0,7,,,1,1,
OR-F00597,Open,Washington,3,AFH,Medicaid,,,2026-07-06,Yes,3,0,0,3,0,0,0,6,,,1,1,
OR-F00719,Open,Washington,5,AFH,Medicaid,,,2026-07-06,Yes,5,2,0,3,0,0,0,8,,,1,1,
OR-F00253,Open,Washington,5,AFH,,,,2026-07-06,No/Unknown,2,1,0,0,0,0,0,2,,,1,1,
OR-F00099,Open,Washington,5,AFH,,,,2026-07-06,No/Unknown,0,0,0,0,0,0,0,0,,,1,1,
OR-F00777,Open,Washington,5,AFH,Medicaid,,,2026-07-06,Yes,3,0,0,1,0,0,0,4,,,1,1,
OR-F00780,Open,Washington,5,AFH,Medicaid,,,2026-07-06,Yes,5,1,0,1,0,0,0,6,,,1,1,
OR-F00439,Open,Washington,5,AFH,Medicaid,,,2026-07-06,Yes,5,1,0,3,0,0,0,8,,,1,1,
OR-F00786,Open,Washington,5,AFH,Medicaid,,,2026-07-06,Yes,1,0,0,0,0,0,0,1,,,1,1,
OR-F00571,Open,Washington,110,RCF,Medicaid,,,2026-07-06,Yes,21,20,7,154,0,0,6,182,,,1,1,
OR-F00115,Open,Washington,5,AFH,Medicaid,,,2026-07-06,Yes,0,0,0,0,0,0,0,0,,,1,1,
OR-F00689,Open,Washington,5,AFH,Medicaid,,,2026-07-06,Yes,1,0,0,0,0,0,0,1,,,1,1,
OR-F00774,Open,Washington,5,AFH,Medicaid,,,2026-07-06,Yes,3,0,0,0,0,0,0,3,,,1,1,
OR-F00781,Open,Washington,5,AFH,Medicaid,,,2026-07-06,Yes,3,0,0,1,0,0,0,4,,,1,1,
OR-F00507,Open,Washington,5,AFH,Medicaid,,,2026-07-06,Yes,3,0,0,4,0,0,0,7,,,1,1,
OR-F00518,Open,Washington,5,AFH,Medicaid,,,2026-07-06,Yes,3,0,0,0,0,0,0,3,,,1,1,
OR-F00743,Open,Washington,5,AFH,Medicaid,,,2026-07-06,Yes,0,0,0,0,0,0,0,0,,,1,1,
OR-F00511,Open,Washington,5,AFH,Medicaid,,,2026-07-06,Yes,4,1,0,3,0,0,0,7,,,1,1,
OR-F00728,Open,Washington,5,AFH,Medicaid,,,2026-07-06,Yes,3,0,0,0,0,0,0,3,,,1,1,
OR-F00244,Open,Washington,3,AFH,Medicaid,,,2026-07-06,Yes,2,0,0,7,0,0,0,9,,,1,1,
OR-F00082,Open,Washington,5,AFH,Medicaid,,,2026-07-06,Yes,0,0,0,0,0,0,0,0,,,1,1,
OR-F00203,Open,Washington,78,NF,Medicaid,,,2026-07-06,Yes,0,0,0,43,0,0,0,43,,,1,1,
OR-F00186,Open,Washington,5,AFH,Medicaid,,,2026-07-06,Yes,3,0,0,0,0,0,0,3,,,1,1,
OR-F00787,Open,Washington,5,AFH,Medicaid,,,2026-07-06,Yes,1,0,0,0,0,0,0,1,,,1,1,
OR-F00750,Open,Washington,5,AFH,Medicaid,,,2026-07-06,Yes,3,0,0,0,0,0,0,3,,,1,1,
OR-F00357,Open,Washington,90,"RCF, Memory Care",Medicaid,,,2026-07-06,Yes,3,1,1,15,0,0,1,19,,,1,1,
OR-F00714,Open,Washington,0,AFH,,,,2026-07-06,No/Unknown,0,0,0,0,0,0,0,0,,,2,1,
OR-F00287,Open,Washington,5,AFH,Medicaid,,,2026-07-06,Yes,3,0,0,2,0,0,0,5,,,1,1,
OR-F00285,Open,Washington,5,AFH,,,,2026-07-06,No/Unknown,3,0,0,1,0,0,0,4,,,1,1,
OR-F00263,Open,Washington,5,AFH,,,,2026-07-06,No/Unknown,3,0,0,4,0,0,0,7,,,1,1,
OR-F00248,Open,Washington,5,AFH,,,,2026-07-06,No/Unknown,4,0,0,2,0,0,0,6,,,1,1,
OR-F00070,Open,Washington,5,AFH,Medicaid,,,2026-07-06,Yes,0,0,0,0,0,0,0,0,,,1,1,
OR-F00505,Open,Washington,5,AFH,Medicaid,,,2026-07-06,Yes,3,0,0,3,0,0,0,6,,,1,1,
OR-F00156,Open,Washington,5,AFH,Medicaid,,,2026-07-06,Yes,1,0,0,0,0,0,0,1,,,1,1,
OR-F00587,Open,Washington,5,AFH,Medicaid,,,2026-07-06,Yes,3,0,0,1,0,0,0,4,,,1,1,
OR-F00164,Open,Washington,5,AFH,Medicaid,,,2026-07-06,Yes,9,0,1,9,0,0,1,19,,,1,1,
OR-F00608,Open,Washington,5,AFH,,,,2026-07-06,No/Unknown,0,0,0,0,0,0,0,0,,,1,1,
OR-F00562,Open,Washington,5,AFH,Medicaid,,,2026-07-06,Yes,3,0,1,0,0,0,1,4,,,1,1,
OR-F00238,Open,Washington,5,AFH,Medicaid,,,2026-07-06,Yes,8,1,1,2,0,0,1,11,,,1,1,
OR-F00538,Open,Washington,5,AFH,Medicaid,,,2026-07-06,Yes,2,0,2,10,0,0,2,14,,,1,1,
OR-F00533,Open,Washington,5,AFH,Medicaid,,,2026-07-06,Yes,2,0,0,6,0,0,0,8,,,1,1,
OR-F00534,Open,Washington,5,AFH,Medicaid,,,2026-07-06,Yes,7,2,1,13,0,0,1,21,,,1,1,
OR-F00239,Open,Washington,5,AFH,Medicaid,,,2026-07-06,Yes,4,1,0,1,0,0,0,5,,,1,1,
OR-F00556,Open,Washington,5,AFH,,,,2026-07-06,No/Unknown,5,1,0,5,0,0,0,10,,,1,1,
OR-F00633,Open,Washington,147,ALF,Medicaid,,,2026-07-06,Yes,2,0,1,15,0,0,1,18,,,2,2,OR016
OR-F00334,Open,Washington,27,"RCF, Memory Care",Medicaid,,,2026-07-06,Yes,2,0,1,9,0,0,1,12,,,2,2,OR016
OR-F00482,Open,Washington,5,AFH,Medicaid,,,2026-07-06,Yes,3,0,0,5,0,0,0,8,,,1,1,
OR-F00760,Open,Washington,5,AFH,Medicaid,,,2026-07-06,Yes,7,1,2,8,0,0,2,17,,,1,1,
OR-F00268,Open,Washington,5,AFH,,,,2026-07-06,No/Unknown,3,0,0,1,0,0,0,4,,,1,1,
OR-F00168,Open,Washington,5,AFH,Medicaid,,,2026-07-06,Yes,1,0,0,0,0,0,0,1,,,1,1,
OR-F00761,Open,Washington,5,AFH,Medicaid,,,2026-07-06,Yes,5,1,0,2,0,0,0,7,,,1,1,
OR-F00549,Open,Washington,5,AFH,Medicaid,,,2026-07-06,Yes,5,2,0,8,0,0,0,13,,,1,1,
OR-F00014,Open,Washington,5,AFH,Medicaid,,,2026-07-06,Yes,0,0,0,0,0,0,0,0,,,1,1,
OR-F00483,Open,Washington,5,AFH,Medicaid,,,2026-07-06,Yes,4,1,0,6,0,0,0,10,,,1,1,
OR-F00508,Open,Washington,5,AFH,Medicaid,,,2026-07-06,Yes,0,0,0,0,0,0,0,0,,,1,1,
OR-F00560,Open,Washington,5,AFH,Medicaid,,,2026-07-06,Yes,5,2,0,9,0,0,0,14,,,1,1,
OR-F00295,Open,Washington,64,"RCF, Memory Care",Medicaid,,,2026-07-06,Yes,5,2,3,59,0,0,3,67,,,1,1,
OR-F00529,Open,Washington,4,AFH,Medicaid,,,2026-07-06,Yes,1,0,0,0,0,0,0,1,,,1,1,
OR-F00072,Open,Washington,5,AFH,Medicaid,,,2026-07-06,Yes,0,0,0,0,0,0,0,0,,,1,1,
OR-F00756,Open,Washington,5,AFH,Medicaid,,,2026-07-06,Yes,6,3,0,5,0,0,0,11,,,1,1,
OR-F00292,Open,Washington,5,AFH,Medicaid,,,2026-07-06,Yes,4,1,0,5,0,0,0,9,,,1,1,
OR-F00510,Open,Washington,5,AFH,Medicaid,,,2026-07-06,Yes,8,5,1,1,0,0,1,10,,,1,1,
OR-F00039,Open,Washington,5,AFH,Medicaid,,,2026-07-06,Yes,0,0,0,0,0,0,0,0,,,1,1,
OR-F00033,Open,Washington,5,AFH,Medicaid,,,2026-07-06,Yes,0,0,0,0,0,0,0,0,,,1,1,
OR-F00258,Open,Washington,4,AFH,Medicaid,,,2026-07-06,Yes,11,1,1,10,0,0,1,22,,,1,1,
OR-F00620,Open,Washington,5,AFH,Medicaid,,,2026-07-06,Yes,1,0,0,0,0,0,0,1,,,1,1,
OR-F00434,Open,Washington,5,AFH,Medicaid,,,2026-07-06,Yes,3,0,0,1,0,0,0,4,,,1,1,
OR-F00454,Open,Washington,5,AFH,Medicaid,,,2026-07-06,Yes,5,1,0,1,0,0,0,6,,,1,1,
OR-F00646,Open,Washington,153,"ALF, Memory Care",,,,2026-07-06,No/Unknown,2,0,0,22,0,0,0,24,,,1,1,
OR-F00592,Open,Washington,4,AFH,Medicaid,,,2026-07-06,Yes,0,0,0,1,0,0,0,1,,,1,1,
OR-F00020,Open,Washington,5,AFH,,,,2026-07-06,No/Unknown,0,0,0,0,0,0,0,0,,,1,1,
OR-F00254,Open,Washington,4,AFH,Medicaid,,,2026-07-06,Yes,7,4,2,4,0,0,2,13,,,2,1,
OR-F00726,Open,Washington,4,AFH,Medicaid,,,2026-07-06,Yes,2,0,0,1,0,0,0,3,,,1,1,
OR-F00015,Open,Washington,2,AFH,Medicaid,,,2026-07-06,Yes,0,0,0,0,0,0,0,0,,,1,1,
OR-F00147,Open,Washington,3,AFH,Medicaid,,,2026-07-06,Yes,9,2,1,5,0,0,1,15,,,1,1,
OR-F00222,Open,Washington,5,AFH,Medicaid,,,2026-07-06,Yes,6,2,0,3,0,0,0,9,,,1,1,
OR-F00784,Open,Washington,5,AFH,Medicaid,,,2026-07-06,Yes,13,8,1,16,0,0,1,30,,,1,1,
OR-F00775,Open,Washington,4,AFH,Medicaid,,,2026-07-06,Yes,2,0,0,3,0,0,0,5,,,1,1,
OR-F00113,Open,Washington,5,AFH,Medicaid,,,2026-07-06,Yes,0,0,0,0,0,0,0,0,,,1,1,
OR-F00128,Open,Washington,5,AFH,,,,2026-07-06,No/Unknown,0,0,0,0,0,0,0,0,,,1,1,
OR-F00499,Open,Washington,5,AFH,Medicaid,,,2026-07-06,Yes,3,0,0,2,0,0,0,5,,,1,1,
OR-F00172,Open,Washington,5,AFH,Medicaid,,,2026-07-06,Yes,3,2,0,1,0,0,0,4,,,1,1,
OR-F00729,Open,Washington,5,AFH,Medicaid,,,2026-07-06,Yes,5,0,7,5,0,0,7,17,,,1,1,
OR-F00443,Open,Washington,5,AFH,Medicaid,,,2026-07-06,Yes,3,0,0,1,0,0,0,4,,,1,1,
OR-F00551,Open,Washington,5,AFH,Medicaid,,,2026-07-06,Yes,5,2,0,2,0,0,0,7,,,1,1,
OR-F00276,Open,Washington,5,AFH,,,,2026-07-06,No/Unknown,3,0,0,0,0,0,0,3,,,1,1,
OR-F00274,Open,Washington,5,AFH,Medicaid,,,2026-07-06,Yes,3,0,0,0,0,0,0,3,,,1,1,
OR-F00438,Open,Washington,5,AFH,,,,2026-07-06,No/Unknown,4,1,0,1,0,0,0,5,,,1,1,
OR-F00071,Open,Washington,5,AFH,Medicaid,,,2026-07-06,Yes,0,0,0,0,0,0,0,0,,,1,1,
OR-F00535,Open,Washington,5,AFH,Medicaid,,,2026-07-06,Yes,1,0,0,0,0,0,0,1,,,1,1,
OR-F00492,Open,Washington,5,AFH,Medicaid,,,2026-07-06,Yes,4,0,0,6,0,0,0,10,,,1,1,
OR-F00021,Open,Washington,5,AFH,Medicaid,,,2026-07-06,Yes,0,0,0,9,0,0,0,9,,,1,1,
OR-F00241,Open,Washington,3,AFH,Medicaid,,,2026-07-06,Yes,1,0,0,0,0,0,0,1,,,1,1,
OR-F00291,Open,Washington,5,AFH,Medicaid,,,2026-07-06,Yes,3,0,0,3,0,0,0,6,,,1,1,
OR-F00603,Open,Washington,5,AFH,Medicaid,,,2026-07-06,Yes,1,0,0,0,0,0,0,1,,,1,1,
OR-F00131,Open,Washington,5,AFH,,,,2026-07-06,No/Unknown,0,0,0,0,0,0,0,0,,,1,1,
OR-F00065,Open,Washington,5,AFH,Medicaid,,,2026-07-06,Yes,0,0,0,0,0,0,0,0,,,1,1,
OR-F00183,Open,Washington,5,AFH,Medicaid,,,2026-07-06,Yes,0,0,0,4,0,0,0,4,,,1,1,
OR-F00751,Open,Washington,5,AFH,,,,2026-07-06,No/Unknown,3,0,0,5,0,0,0,8,,,1,1,
OR-F00152,Open,Washington,5,AFH,Medicaid,,,2026-07-06,Yes,1,0,0,0,0,0,0,1,,,1,1,
OR-F00245,Open,Washington,5,AFH,Medicaid,,,2026-07-06,Yes,4,1,0,1,0,0,0,5,,,1,1,
OR-F00433,Open,Washington,5,AFH,Medicaid,,,2026-07-06,Yes,3,0,0,2,0,0,0,5,,,1,1,
OR-F00448,Open,Washington,5,AFH,,,,2026-07-06,No/Unknown,6,0,3,11,0,0,3,20,,,1,1,
OR-F00527,Open,Washington,5,AFH,Medicaid,,,2026-07-06,Yes,4,1,0,3,0,0,0,7,,,1,1,
OR-F00489,Open,Washington,5,AFH,Medicaid,,,2026-07-06,Yes,4,2,0,3,0,0,0,7,,,1,1,
OR-F00212,Open,Washington,39,"NF, Memory Care",Medicaid,,,2026-07-06,Yes,0,0,0,15,0,0,0,15,,,2,2,OR007
OR-F00297,Open,Washington,22,"RCF, Memory Care",Medicaid,,,2026-07-06,Yes,3,0,0,7,0,0,0,10,,,2,2,OR007
OR-F00674,Open,Washington,70,ALF,Medicaid,,,2026-07-06,Yes,2,0,0,36,0,0,0,38,,,1,1,
OR-F00202,Open,Washington,63,NF,Medicaid,,,2026-07-06,Yes,0,0,0,13,0,0,0,13,,,1,1,
OR-F00648,Open,Washington,87,ALF,Medicaid,,,2026-07-06,Yes,3,0,1,5,0,0,1,9,,,2,1,
OR-F00607,Open,Washington,5,AFH,Medicaid,,,2026-07-06,Yes,3,0,0,2,0,0,0,5,,,1,1,
OR-F00160,Open,Washington,5,AFH,Medicaid,,,2026-07-06,Yes,3,0,0,2,0,0,0,5,,,1,1,
OR-F00198,Open,Washington,165,NF,Medicaid,,,2026-07-06,Yes,0,0,1,118,0,0,1,119,,,2,2,OR027
OR-F00331,Open,Washington,16,"RCF, Memory Care",Medicaid,,,2026-07-06,Yes,2,0,1,20,0,0,1,23,,,2,2,OR027
OR-F00392,Open,Washington,5,AFH,,,,2026-07-06,No/Unknown,3,0,0,2,0,0,0,5,,,1,1,
OR-F00175,Open,Washington,5,AFH,Medicaid,,,2026-07-06,Yes,3,0,0,1,0,0,0,4,,,1,1,
OR-F00628,Open,Washington,5,AFH,Medicaid,,,2026-07-06,Yes,1,0,0,0,0,0,0,1,,,1,2,OR044
OR-F00506,Open,Washington,5,AFH,Medicaid,,,2026-07-06,Yes,6,3,0,2,0,0,0,8,,,1,2,OR044
OR-F00167,Open,Washington,5,AFH,Medicaid,,,2026-07-06,Yes,3,0,0,4,0,0,0,7,,,1,1,
OR-F00189,Open,Washington,5,AFH,Medicaid,,,2026-07-06,Yes,0,0,0,4,0,0,0,4,,,1,1,
OR-F00617,Open,Washington,3,AFH,Medicaid,,,2026-07-06,Yes,4,1,0,2,0,0,0,6,,,1,1,
OR-F00606,Open,Washington,5,AFH,Medicaid,,,2026-07-06,Yes,3,0,0,0,0,0,0,3,,,1,1,
OR-F00690,Open,Washington,4,AFH,Medicaid,,,2026-07-06,Yes,4,0,0,0,0,0,0,4,,,1,1,
OR-F00649,Open,Washington,65,ALF,,,,2026-07-06,No/Unknown,5,2,1,26,0,0,1,32,,,2,2,OR012
OR-F00341,Open,Washington,23,"RCF, Memory Care",,,,2026-07-06,No/Unknown,3,0,1,13,0,0,1,17,,,2,2,OR012
OR-F00657,Open,Washington,141,ALF,,,,2026-07-06,No/Unknown,0,0,0,0,0,0,0,0,,,1,1,
OR-F00652,Open,Washington,131,ALF,,,,2026-07-06,No/Unknown,4,1,0,6,0,0,0,10,,,1,2,OR004
OR-F00350,Open,Washington,28,"RCF, Memory Care",,,,2026-07-06,No/Unknown,3,0,2,13,0,0,2,18,,,1,2,OR004
OR-F00548,Open,Washington,5,AFH,Medicaid,,,2026-07-06,Yes,2,0,0,0,0,0,0,2,,,1,1,
OR-F00162,Open,Washington,5,AFH,Medicaid,,,2026-07-06,Yes,7,3,1,9,0,0,1,17,,,1,1,
OR-F00236,Open,Washington,5,AFH,Medicaid,,,2026-07-06,Yes,8,3,1,8,0,0,1,17,,,1,1,
OR-F00713,Open,Washington,5,AFH,Medicaid,,,2026-07-06,Yes,11,3,1,7,0,0,1,19,,,1,1,
OR-F00769,Open,Washington,5,AFH,Medicaid,,,2026-07-06,Yes,1,0,0,0,0,0,0,1,,,1,1,
OR-F00125,Open,Washington,5,AFH,Medicaid,,,2026-07-06,Yes,0,0,0,0,0,0,0,0,,,1,1,
OR-F00488,Open,Washington,1,AFH,Medicaid,,,2026-07-06,Yes,3,0,0,0,0,0,0,3,,,1,1,
OR-F00038,Open,Washington,5,AFH,Medicaid,,,2026-07-06,Yes,0,0,0,0,0,0,0,0,,,1,1,
OR-F00468,Open,Washington,5,AFH,,,,2026-07-06,No/Unknown,4,0,0,0,0,0,0,4,,,1,1,
OR-F00702,Open,Washington,5,AFH,,,,2026-07-06,No/Unknown,3,0,0,0,0,0,0,3,,,1,1,
OR-F00423,Open,Washington,5,AFH,,,,2026-07-06,No/Unknown,5,1,1,2,0,0,1,8,,,1,1,
OR-F00770,Open,Washington,5,AFH,Medicaid,,,2026-07-06,Yes,2,0,0,1,0,0,0,3,,,1,1,
OR-F00611,Open,Washington,5,AFH,Medicaid,,,2026-07-06,Yes,7,2,1,8,0,0,1,16,,,1,1,
OR-F00591,Open,Washington,5,AFH,Medicaid,,,2026-07-06,Yes,4,2,1,2,0,0,1,7,,,1,1,
OR-F00066,Open,Washington,5,AFH,Medicaid,,,2026-07-06,Yes,0,0,0,0,0,0,0,0,,,1,1,
OR-F00425,Open,Washington,5,AFH,,,,2026-07-06,No/Unknown,4,2,1,10,0,0,1,15,,,1,1,
OR-F00465,Open,Washington,5,AFH,,,,2026-07-06,No/Unknown,5,1,0,2,0,0,0,7,,,1,1,
OR-F00376,Open,Washington,5,AFH,Medicaid,,,2026-07-06,Yes,3,0,0,5,0,0,0,8,,,1,1,
OR-F00694,Open,Washington,5,AFH,,,,2026-07-06,No/Unknown,3,0,0,2,0,0,0,5,,,1,1,
OR-F00494,Open,Washington,5,AFH,,,,2026-07-06,No/Unknown,4,1,0,0,0,0,0,4,,,1,1,
OR-F00559,Open,Washington,2,AFH,,,,2026-07-06,No/Unknown,3,0,0,1,0,0,0,4,,,1,1,
OR-F00650,Open,Washington,75,ALF,,,,2026-07-06,No/Unknown,3,0,1,33,0,0,1,37,,,2,1,
OR-F00345,Open,Washington,44,"RCF, Memory Care",,,,2026-07-06,No/Unknown,5,2,2,43,0,0,2,50,,,2,1,
OR-F00127,Open,Washington,5,AFH,,,,2026-07-06,No/Unknown,0,0,0,0,0,0,0,0,,,1,1,
OR-F00343,Open,Washington,33,"RCF, Memory Care",,,,2026-07-06,No/Unknown,5,3,0,13,0,0,0,18,,,1,1,
OR-F00057,Open,Washington,5,AFH,Medicaid,,,2026-07-06,Yes,0,0,0,0,0,0,0,0,,,1,1,
OR-F00582,Open,Washington,5,AFH,Medicaid,,,2026-07-06,Yes,1,0,0,0,0,0,0,1,,,1,1,
OR-F00085,Open,Washington,5,AFH,Medicaid,,,2026-07-06,Yes,0,0,0,0,0,0,0,0,,,1,1,
OR-F00469,Open,Washington,5,AFH,Medicaid,,,2026-07-06,Yes,5,1,0,1,0,0,0,6,,,1,1,
OR-F00191,Open,Washington,5,AFH,,,,2026-07-06,No/Unknown,1,0,0,0,0,0,0,1,,,1,1,
OR-F00709,Open,Washington,4,AFH,Medicaid,,,2026-07-06,Yes,3,0,0,2,0,0,0,5,,,1,1,
OR-F00421,Open,Washington,5,AFH,Medicaid,,,2026-07-06,Yes,3,0,0,2,0,0,0,5,,,1,1,
OR-F00126,Open,Washington,5,AFH,Medicaid,,,2026-07-06,Yes,0,0,0,0,0,0,0,0,,,1,1,
OR-F00243,Open,Washington,5,AFH,,,,2026-07-06,No/Unknown,4,1,0,1,0,0,0,5,,,1,1,
OR-F00574,Open,Washington,56,"RCF, Memory Care",Medicaid,,,2026-07-06,Yes,6,4,2,84,0,0,2,92,,,1,2,OR015
OR-F00663,Open,Washington,78,ALF,Medicaid,,,2026-07-06,Yes,4,2,3,64,0,0,3,71,,,1,2,OR015
OR-F00539,Open,Washington,5,AFH,Medicaid,,,2026-07-06,Yes,5,0,0,1,0,0,0,6,,,1,1,
OR-F00764,Open,Washington,5,AFH,Medicaid,,,2026-07-06,Yes,0,0,0,0,0,0,0,0,,,1,1,
OR-F00138,Open,Washington,5,AFH,Medicaid,,,2026-07-06,Yes,0,0,0,0,0,0,0,0,,,1,1,
OR-F00708,Open,Washington,5,AFH,Medicaid,,,2026-07-06,Yes,0,0,0,4,0,0,0,4,,,1,1,
OR-F00042,Open,Washington,5,AFH,Medicaid,,,2026-07-06,Yes,0,0,0,0,0,0,0,0,,,1,1,
OR-F00732,Open,Washington,5,AFH,Medicaid,,,2026-07-06,Yes,4,0,0,1,0,0,0,5,,,1,1,
OR-F00023,Open,Washington,5,AFH,Medicaid,,,2026-07-06,Yes,0,0,0,0,0,0,0,0,,,1,1,
OR-F00165,Open,Washington,5,AFH,Medicaid,,,2026-07-06,Yes,2,0,0,0,0,0,0,2,,,1,1,
OR-F00579,Open,Washington,5,AFH,Medicaid,,,2026-07-06,Yes,3,0,0,0,0,0,0,3,,,1,1,
OR-F00068,Open,Washington,5,AFH,Medicaid,,,2026-07-06,Yes,0,0,0,0,0,0,0,0,,,1,1,
OR-F00040,Open,Washington,5,AFH,Medicaid,,,2026-07-06,Yes,0,0,0,0,0,0,0,0,,,1,1,
OR-F00414,Open,Washington,5,AFH,Medicaid,,,2026-07-06,Yes,7,5,1,15,0,0,1,23,,,1,1,
OR-F00788,Open,Washington,5,AFH,Medicaid,,,2026-07-06,Yes,3,2,0,0,0,0,0,3,,,1,1,
OR-F00252,Open,Washington,5,AFH,Medicaid,,,2026-07-06,Yes,6,1,0,1,0,0,0,7,,,1,1,
OR-F00223,Open,Washington,5,AFH,,,,2026-07-06,No/Unknown,3,0,0,0,0,0,0,3,,,1,1,
OR-F00682,Open,Washington,75,ALF,Medicaid,,,2026-07-06,Yes,10,8,5,69,0,0,5,84,,,1,1,
OR-F00677,Open,Washington,74,ALF,Medicaid,,,2026-07-06,Yes,3,0,0,38,0,0,0,41,,,1,1,
OR-F00636,Open,Washington,90,ALF,Medicaid,,,2026-07-06,Yes,5,2,0,25,0,0,0,30,,,2,2,OR010
OR-F00313,Open,Washington,21,"RCF, Memory Care",Medicaid,,,2026-07-06,Yes,4,1,0,25,0,0,0,29,,,2,2,OR010
OR-F00413,Open,Washington,5,AFH,,,,2026-07-06,No/Unknown,3,0,0,3,0,0,0,6,,,1,1,
OR-F00459,Open,Washington,5,AFH,Medicaid,,,2026-07-06,Yes,8,1,2,5,0,0,2,15,,,1,1,
OR-F00294,Open,Washington,49,"RCF, Memory Care",,,,2026-07-06,No/Unknown,4,2,2,59,0,0,2,65,,,2,2,OR008
OR-F00669,Open,Washington,118,ALF,,,,2026-07-06,No/Unknown,2,0,0,22,0,0,0,24,,,2,2,OR008
OR-F00449,Open,Washington,4,AFH,Medicaid,,,2026-07-06,Yes,3,0,0,7,0,0,0,10,,,1,1,
OR-F00163,Open,Washington,5,AFH,Medicaid,,,2026-07-06,Yes,6,3,0,1,0,0,0,7,,,1,1,
OR-F00405,Open,Washington,5,AFH,Medicaid,,,2026-07-06,Yes,1,0,2,0,0,0,2,3,,,1,1,
OR-F00600,Open,Washington,5,AFH,Medicaid,,,2026-07-06,Yes,1,0,0,1,0,0,0,2,,,1,1,
OR-F00050,Open,Washington,5,AFH,Medicaid,,,2026-07-06,Yes,0,0,0,0,0,0,0,0,,,1,1,
OR-F00062,Open,Washington,4,AFH,,,,2026-07-06,No/Unknown,0,0,0,0,0,0,0,0,,,1,1,
OR-F00024,Open,Washington,3,AFH,Medicaid,,,2026-07-06,Yes,0,0,0,0,0,0,0,0,,,1,1,
OR-F00463,Open,Washington,5,AFH,Medicaid,,,2026-07-06,Yes,4,1,0,1,0,0,0,5,,,1,1,
OR-F00480,Open,Washington,5,AFH,Medicaid,,,2026-07-06,Yes,3,0,0,0,0,0,0,3,,,1,1,
